TITLE,ITEM_NUM,BIDDER,PRICE
AWD POLICE SEDAN - NYPD,13,ROBERT GREEN AUTO & TRUCK INC,414
AWD POLICE SEDAN - NYPD,14,BEYER OF MORRISTOWN LLC,271
AWD POLICE SEDAN - NYPD,14,MAJOR WORLD CDJR LLC DBA MAJOR,350
AWD POLICE SEDAN - NYPD,14,ROBERT GREEN AUTO & TRUCK INC,166
AWD POLICE SEDAN - NYPD,15,BEYER OF MORRISTOWN LLC,92
AWD POLICE SEDAN - NYPD,15,MAJOR WORLD CDJR LLC DBA MAJOR,100
AWD POLICE SEDAN - NYPD,15,ROBERT GREEN AUTO & TRUCK INC,75
AWD POLICE SEDAN - NYPD,16,BEYER OF MORRISTOWN LLC,564
AWD POLICE SEDAN - NYPD,16,MAJOR WORLD CDJR LLC DBA MAJOR,471
AWD POLICE SEDAN - NYPD,16,ROBERT GREEN AUTO & TRUCK INC,440
AWD POLICE SEDAN - NYPD,17,MAJOR WORLD CDJR LLC DBA MAJOR,541
AWD POLICE SEDAN - NYPD,17,ROBERT GREEN AUTO & TRUCK INC,870
AWD POLICE SEDAN - NYPD,18,BEYER OF MORRISTOWN LLC,7454
AWD POLICE SEDAN - NYPD,18,MAJOR WORLD CDJR LLC DBA MAJOR,6011
AWD POLICE SEDAN - NYPD,18,ROBERT GREEN AUTO & TRUCK INC,5931
AWD POLICE SEDAN - NYPD,19,BEYER OF MORRISTOWN LLC,2435
AWD POLICE SEDAN - NYPD,19,MAJOR WORLD CDJR LLC DBA MAJOR,2935
AWD POLICE SEDAN - NYPD,19,ROBERT GREEN AUTO & TRUCK INC,2635
AWD POLICE SEDAN - NYPD,2,BEYER OF MORRISTOWN LLC,11509
AWD POLICE SEDAN - NYPD,2,MAJOR WORLD CDJR LLC DBA MAJOR,7816
AWD POLICE SEDAN - NYPD,2,ROBERT GREEN AUTO & TRUCK INC,12578
AWD POLICE SEDAN - NYPD,20,BEYER OF MORRISTOWN LLC,107
AWD POLICE SEDAN - NYPD,20,MAJOR WORLD CDJR LLC DBA MAJOR,120
AWD POLICE SEDAN - NYPD,3,BEYER OF MORRISTOWN LLC,6105
AWD POLICE SEDAN - NYPD,3,MAJOR WORLD CDJR LLC DBA MAJOR,3247
AWD POLICE SEDAN - NYPD,3,ROBERT GREEN AUTO & TRUCK INC,5781
AWD POLICE SEDAN - NYPD,4,BEYER OF MORRISTOWN LLC,16849
AWD POLICE SEDAN - NYPD,4,MAJOR WORLD CDJR LLC DBA MAJOR,15301
AWD POLICE SEDAN - NYPD,4,ROBERT GREEN AUTO & TRUCK INC,17732
AWD POLICE SEDAN - NYPD,5,BEYER OF MORRISTOWN LLC,6112
AWD POLICE SEDAN - NYPD,5,MAJOR WORLD CDJR LLC DBA MAJOR,6490
AWD POLICE SEDAN - NYPD,5,ROBERT GREEN AUTO & TRUCK INC,7259
AWD POLICE SEDAN - NYPD,6,BEYER OF MORRISTOWN LLC,7887
AWD POLICE SEDAN - NYPD,6,MAJOR WORLD CDJR LLC DBA MAJOR,7580
AWD POLICE SEDAN - NYPD,6,ROBERT GREEN AUTO & TRUCK INC,8985
AWD POLICE SEDAN - NYPD,7,BEYER OF MORRISTOWN LLC,1317
AWD POLICE SEDAN - NYPD,7,ROBERT GREEN AUTO & TRUCK INC,50
AWD POLICE SEDAN - NYPD,8,BEYER OF MORRISTOWN LLC,553
AWD POLICE SEDAN - NYPD,8,MAJOR WORLD CDJR LLC DBA MAJOR,356
AWD POLICE SEDAN - NYPD,8,ROBERT GREEN AUTO & TRUCK INC,476
AWD POLICE SEDAN - NYPD,9,BEYER OF MORRISTOWN LLC,750
AWD POLICE SEDAN - NYPD,9,MAJOR WORLD CDJR LLC DBA MAJOR,635
AWD POLICE SEDAN - NYPD,9,ROBERT GREEN AUTO & TRUCK INC,556
AUTOMATIC PRE-LOAD COMPACTION & CONVEYOR SYSTEM,1,HARRIS WASTE MANAGMENT GROUP,2898525
AUTOMATIC PRE-LOAD COMPACTION & CONVEYOR SYSTEM,2,HARRIS WASTE MANAGMENT GROUP,5250
AUTOMATIC PRE-LOAD COMPACTION & CONVEYOR SYSTEM,3,HARRIS WASTE MANAGMENT GROUP,215
AUTOMATIC PRE-LOAD COMPACTION & CONVEYOR SYSTEM,4,HARRIS WASTE MANAGMENT GROUP,575
"TRUCK, 62' TREE TRIMMER W/CHIPPER BODY - PARKS",1,DIEHL & SONS INC,190721
"TRUCK, 62' TREE TRIMMER W/CHIPPER BODY - PARKS",1,GABRIELLI TRUCK SALES LTD,194500
"TRUCK, 62' TREE TRIMMER W/CHIPPER BODY - PARKS",2,DIEHL & SONS INC,3495
"TRUCK, 62' TREE TRIMMER W/CHIPPER BODY - PARKS",2,GABRIELLI TRUCK SALES LTD,6000
"TRUCK, 62' TREE TRIMMER W/CHIPPER BODY - PARKS",3,DIEHL & SONS INC,15000
LIQUID HANDLING WORKSTATIONS RE-AD,1,HAMILTON ROBOTICS,70700
LIQUID HANDLING WORKSTATIONS RE-AD,10,HAMILTON ROBOTICS,550
LIQUID HANDLING WORKSTATIONS RE-AD,12,HAMILTON ROBOTICS,660
LIQUID HANDLING WORKSTATIONS RE-AD,13,HAMILTON ROBOTICS,995
LIQUID HANDLING WORKSTATIONS RE-AD,15,HAMILTON ROBOTICS,375
LIQUID HANDLING WORKSTATIONS RE-AD,16,HAMILTON ROBOTICS,270
LIQUID HANDLING WORKSTATIONS RE-AD,17,HAMILTON ROBOTICS,200
LIQUID HANDLING WORKSTATIONS RE-AD,18,HAMILTON ROBOTICS,150
LIQUID HANDLING WORKSTATIONS RE-AD,2,HAMILTON ROBOTICS,21500
LIQUID HANDLING WORKSTATIONS RE-AD,21,HAMILTON ROBOTICS,315
LIQUID HANDLING WORKSTATIONS RE-AD,23,HAMILTON ROBOTICS,7700
LIQUID HANDLING WORKSTATIONS RE-AD,24,HAMILTON ROBOTICS,900
LIQUID HANDLING WORKSTATIONS RE-AD,26,HAMILTON ROBOTICS,950
LIQUID HANDLING WORKSTATIONS RE-AD,27,HAMILTON ROBOTICS,250
LIQUID HANDLING WORKSTATIONS RE-AD,28,HAMILTON ROBOTICS,2674
LIQUID HANDLING WORKSTATIONS RE-AD,29,HAMILTON ROBOTICS,1867.6
LIQUID HANDLING WORKSTATIONS RE-AD,3,HAMILTON ROBOTICS,32000
LIQUID HANDLING WORKSTATIONS RE-AD,30,HAMILTON ROBOTICS,2600
LIQUID HANDLING WORKSTATIONS RE-AD,31,HAMILTON ROBOTICS,110
LIQUID HANDLING WORKSTATIONS RE-AD,35,HAMILTON ROBOTICS,1000
LIQUID HANDLING WORKSTATIONS RE-AD,4,HAMILTON ROBOTICS,2800
LIQUID HANDLING WORKSTATIONS RE-AD,5,HAMILTON ROBOTICS,6400
LIQUID HANDLING WORKSTATIONS RE-AD,6,HAMILTON ROBOTICS,420
LIQUID HANDLING WORKSTATIONS RE-AD,7,HAMILTON ROBOTICS,5900
LIQUID HANDLING WORKSTATIONS RE-AD,8,HAMILTON ROBOTICS,1250
LIQUID HANDLING WORKSTATIONS RE-AD,9,HAMILTON ROBOTICS,720
"VEHICLE: ALL PURPOSE UTILITY, ATV",1,ARGENTO & SONS INC,11465.09
"VEHICLE: ALL PURPOSE UTILITY, ATV",1,BAY HARBOR MOTORS CORP,12269
"VEHICLE: ALL PURPOSE UTILITY, ATV",1,BOBCAT OF NEW YORK INC,13258
"VEHICLE: ALL PURPOSE UTILITY, ATV",1,CHIEF EQUIPMENT INC,11213.11
"VEHICLE: ALL PURPOSE UTILITY, ATV",1,KEIL EQUIPMENT COMPANY INC,11591.08
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,ARGENTO & SONS INC,13012.09
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,BAY HARBOR MOTORS CORP,12099
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,BOBCAT OF NEW YORK INC,14039
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,CHIEF EQUIPMENT INC,12726.11
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,KEIL EQUIPMENT COMPANY INC,13155.08
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,ARGENTO & SONS INC,91000
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,BAY HARBOR MOTORS CORP,86000
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,CHIEF EQUIPMENT INC,89000
"VEHICLE: ALL PURPOSE UTILITY, ATV",10,KEIL EQUIPMENT COMPANY INC,92000
"VEHICLE: ALL PURPOSE UTILITY, ATV",11,ARGENTO & SONS INC,8862.49
"VEHICLE: ALL PURPOSE UTILITY, ATV",11,BAY HARBOR MOTORS CORP,9609
"VEHICLE: ALL PURPOSE UTILITY, ATV",11,CHIEF EQUIPMENT INC,8667.71
"VEHICLE: ALL PURPOSE UTILITY, ATV",11,KEIL EQUIPMENT COMPANY INC,8959.88
"VEHICLE: ALL PURPOSE UTILITY, ATV",12,ARGENTO & SONS INC,11192.09
"VEHICLE: ALL PURPOSE UTILITY, ATV",12,BAY HARBOR MOTORS CORP,11989
"VEHICLE: ALL PURPOSE UTILITY, ATV",12,CHIEF EQUIPMENT INC,10946.11
"VEHICLE: ALL PURPOSE UTILITY, ATV",12,KEIL EQUIPMENT COMPANY INC,11315.08
"VEHICLE: ALL PURPOSE UTILITY, ATV",13,ARGENTO & SONS INC,7679.49
"VEHICLE: ALL PURPOSE UTILITY, ATV",13,BAY HARBOR MOTORS CORP,8249
"VEHICLE: ALL PURPOSE UTILITY, ATV",13,CHIEF EQUIPMENT INC,7243.71
"VEHICLE: ALL PURPOSE UTILITY, ATV",13,KEIL EQUIPMENT COMPANY INC,7487.88
"VEHICLE: ALL PURPOSE UTILITY, ATV",2,ARGENTO & SONS INC,10354.89
"VEHICLE: ALL PURPOSE UTILITY, ATV",2,BAY HARBOR MOTORS CORP,6889
"VEHICLE: ALL PURPOSE UTILITY, ATV",2,CHIEF EQUIPMENT INC,10127.31
"VEHICLE: ALL PURPOSE UTILITY, ATV",2,KEIL EQUIPMENT COMPANY INC,10468.68
"VEHICLE: ALL PURPOSE UTILITY, ATV",3,ARGENTO & SONS INC,7461.09
"VEHICLE: ALL PURPOSE UTILITY, ATV",3,BOBCAT OF NEW YORK INC,11428
"VEHICLE: ALL PURPOSE UTILITY, ATV",3,CHIEF EQUIPMENT INC,7297.11
"VEHICLE: ALL PURPOSE UTILITY, ATV",3,KEIL EQUIPMENT COMPANY INC,7543.08
"VEHICLE: ALL PURPOSE UTILITY, ATV",4,ARGENTO & SONS INC,6341.79
"VEHICLE: ALL PURPOSE UTILITY, ATV",4,CHIEF EQUIPMENT INC,6202.41
"VEHICLE: ALL PURPOSE UTILITY, ATV",4,KEIL EQUIPMENT COMPANY INC,6411.48
"VEHICLE: ALL PURPOSE UTILITY, ATV",5,ARGENTO & SONS INC,9881.69
"VEHICLE: ALL PURPOSE UTILITY, ATV",5,BAY HARBOR MOTORS CORP,9906
"VEHICLE: ALL PURPOSE UTILITY, ATV",5,BOBCAT OF NEW YORK INC,10839
"VEHICLE: ALL PURPOSE UTILITY, ATV",5,CHIEF EQUIPMENT INC,9664.51
"VEHICLE: ALL PURPOSE UTILITY, ATV",5,KEIL EQUIPMENT COMPANY INC,9990.28
"VEHICLE: ALL PURPOSE UTILITY, ATV",6,ARGENTO & SONS INC,10973.69
"VEHICLE: ALL PURPOSE UTILITY, ATV",6,BAY HARBOR MOTORS CORP,11249
"VEHICLE: ALL PURPOSE UTILITY, ATV",6,BOBCAT OF NEW YORK INC,11302
"VEHICLE: ALL PURPOSE UTILITY, ATV",6,CHIEF EQUIPMENT INC,10732.51
"VEHICLE: ALL PURPOSE UTILITY, ATV",6,KEIL EQUIPMENT COMPANY INC,11094.28
"VEHICLE: ALL PURPOSE UTILITY, ATV",7,ARGENTO & SONS INC,11974.69
"VEHICLE: ALL PURPOSE UTILITY, ATV",7,CHIEF EQUIPMENT INC,11711.51
"VEHICLE: ALL PURPOSE UTILITY, ATV",7,KEIL EQUIPMENT COMPANY INC,12106.28
"VEHICLE: ALL PURPOSE UTILITY, ATV",8,ARGENTO & SONS INC,13430.69
"VEHICLE: ALL PURPOSE UTILITY, ATV",8,BAY HARBOR MOTORS CORP,14564
"VEHICLE: ALL PURPOSE UTILITY, ATV",8,BOBCAT OF NEW YORK INC,12460
"VEHICLE: ALL PURPOSE UTILITY, ATV",8,CHIEF EQUIPMENT INC,13135.51
"VEHICLE: ALL PURPOSE UTILITY, ATV",9,ARGENTO & SONS INC,12011.09
"VEHICLE: ALL PURPOSE UTILITY, ATV",9,CHIEF EQUIPMENT INC,11747.11
"VEHICLE: ALL PURPOSE UTILITY, ATV",9,KEIL EQUIPMENT COMPANY INC,12143.08
"VEHICLE: ALL PURPOSE UTILITY, ATV",9,KEIL EQUIPMENT COMPANY INC,82000
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,ARGENTO & SONS INC,31535
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,BAY HARBOR MOTORS CORP,45900
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,BOBCAT OF NEW YORK INC,30388
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,CHIEF EQUIPMENT INC,26712
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,KEIL EQUIPMENT COMPANY INC,32277
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,ARGENTO & SONS INC,85000
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,BAY HARBOR MOTORS CORP,100000
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,CHIEF EQUIPMENT INC,72000
"VEHICLE: ALL PURPOSE UTILITY, ATV",14,KEIL EQUIPMENT COMPANY INC,87000
"VEHICLE: ALL PURPOSE UTILITY, ATV",15,ARGENTO & SONS INC,37587.85
"VEHICLE: ALL PURPOSE UTILITY, ATV",15,BAY HARBOR MOTORS CORP,52789
"VEHICLE: ALL PURPOSE UTILITY, ATV",15,BOBCAT OF NEW YORK INC,34031
"VEHICLE: ALL PURPOSE UTILITY, ATV",15,CHIEF EQUIPMENT INC,31839.12
"VEHICLE: ALL PURPOSE UTILITY, ATV",15,KEIL EQUIPMENT COMPANY INC,38472.27
"VEHICLE: ALL PURPOSE UTILITY, ATV",16,ARGENTO & SONS INC,44554.45
"VEHICLE: ALL PURPOSE UTILITY, ATV",16,BAY HARBOR MOTORS CORP,64540
"VEHICLE: ALL PURPOSE UTILITY, ATV",16,BOBCAT OF NEW YORK INC,41880
"VEHICLE: ALL PURPOSE UTILITY, ATV",16,CHIEF EQUIPMENT INC,37740.24
"VEHICLE: ALL PURPOSE UTILITY, ATV",16,KEIL EQUIPMENT COMPANY INC,45601.79
PROMOTIONAL ITEMS AND APPAREL,15,INTL PROMOTIONAL IDEAS INC,3250000
PROMOTIONAL ITEMS AND APPAREL,15,MEZZOPRINT LLC,2375000
PROMOTIONAL ITEMS AND APPAREL,15,POSITIVE PROMOTIONS INC,3500000
PROMOTIONAL ITEMS AND APPAREL,15,VANGUARD DIRECT INC,2220000
PROMOTIONAL ITEMS AND APPAREL,16,AMC PROMOTIONAL PRODUCTS,24
PROMOTIONAL ITEMS AND APPAREL,16,BILLING CODING AND PRINTING IN,60
PROMOTIONAL ITEMS AND APPAREL,16,INTL PROMOTIONAL IDEAS INC,40
PROMOTIONAL ITEMS AND APPAREL,16,MEZZOPRINT LLC,45
PROMOTIONAL ITEMS AND APPAREL,16,POSITIVE PROMOTIONS INC,30.79
PROMOTIONAL ITEMS AND APPAREL,16,VANGUARD DIRECT INC,90
"TRUCK, WELDING - DSNY",1,GABRIELLI TRUCK SALES LTD,147172
"TRUCK, WELDING - DSNY",1,GABRIELLI TRUCK SALES LTD,294344
"TRUCK, WELDING - DSNY",2,GABRIELLI TRUCK SALES LTD,219.72
"TRUCK, WELDING - DSNY",3,GABRIELLI TRUCK SALES LTD,1026
"TRUCK, WELDING - DSNY",4,GABRIELLI TRUCK SALES LTD,75.03
"TRUCK, WELDING - DSNY",5,GABRIELLI TRUCK SALES LTD,525
"TRUCK, WELDING - DSNY",7,GABRIELLI TRUCK SALES LTD,1225
"TRUCK, WELDING - DSNY",8,GABRIELLI TRUCK SALES LTD,965
"TRUCK, WELDING - DSNY",9,GABRIELLI TRUCK SALES LTD,1850
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,ABM FACILITY SERVICES,2156
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,EVOCHARGE INC,1259.1
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,FINESSE CREATIONS INC,3120
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,GREEN POWER TECHNOLOGY LLC,2830
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,LEVITON MANUFACTURING CO INC,3344.86
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,SAMBA ENERGY,2182.95
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,ABM FACILITY SERVICES,1916
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,FINESSE CREATIONS INC,2705
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,GREEN POWER TECHNOLOGY LLC,2494
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,SAMBA ENERGY,1939.95
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,ABM FACILITY SERVICES,205
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,EVOCHARGE INC,264
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,ABM FACILITY SERVICES,3.3
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,EVOCHARGE INC,6
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,FINESSE CREATIONS INC,4.3
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,GREEN POWER TECHNOLOGY LLC,3.5
ELECTRIC VEHICLE SUPPLY EQUIPMENT,1,SAMBA ENERGY,4.5
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,3604
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,EVOCHARGE INC,1889.1
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,FINESSE CREATIONS INC,5324.4
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,5085
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,LEVITON MANUFACTURING CO INC,4853.33
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,SAMBA ENERGY,3650
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,3192
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,FINESSE CREATIONS INC,4900.8
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,4750
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,LEVITON MANUFACTURING CO INC,4420.9
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,SAMBA ENERGY,3232
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,5364
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,EVOCHARGE INC,3778.2
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,FINESSE CREATIONS INC,7303.2
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,6515
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,LEVITON MANUFACTURING CO INC,7310.99
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,SAMBA ENERGY,5431
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,4952
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,FINESSE CREATIONS INC,6878.4
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,6180
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,LEVITON MANUFACTURING CO INC,6885.77
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,SAMBA ENERGY,5013.9
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,4009
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,EVOCHARGE INC,2789.1
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,FINESSE CREATIONS INC,5742
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,5415
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,LEVITON MANUFACTURING CO INC,5292.97
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,SAMBA ENERGY,4058
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,3596
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,FINESSE CREATIONS INC,5318.4
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,5080
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,LEVITON MANUFACTURING CO INC,4860.54
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,SAMBA ENERGY,3640.95
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,5768
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,EVOCHARGE INC,4679.1
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,FINESSE CREATIONS INC,7720.8
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,6845
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,LEVITON MANUFACTURING CO INC,7750.63
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,SAMBA ENERGY,5840
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,5356
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,FINESSE CREATIONS INC,7297.2
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,6510
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,LEVITON MANUFACTURING CO INC,7325.41
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,SAMBA ENERGY,5422.95
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,ABM FACILITY SERVICES,280
ELECTRIC VEHICLE SUPPLY EQUIPMENT,2,GREEN POWER TECHNOLOGY LLC,705
ELECTRIC VEHICLE SUPPLY EQUIPMENT,3,ABM FACILITY SERVICES,35800
ELECTRIC VEHICLE SUPPLY EQUIPMENT,3,FINESSE CREATIONS INC,45292.8
ELECTRIC VEHICLE SUPPLY EQUIPMENT,3,GREEN POWER TECHNOLOGY LLC,34432
ELECTRIC VEHICLE SUPPLY EQUIPMENT,3,SAMBA ENERGY,34010
ELECTRIC VEHICLE SUPPLY EQUIPMENT,3,ABM FACILITY SERVICES,560
ELECTRIC VEHICLE SUPPLY EQUIPMENT,3,GREEN POWER TECHNOLOGY LLC,1410
"AGGREGATES, HOT MIX ASPHALT(HWYS)",1,NEW YORK SAND & STONE LLC,49.21
"AGGREGATES, HOT MIX ASPHALT(HWYS)",1,TILCON NEW YORK INC,39.74
"AGGREGATES, HOT MIX ASPHALT(HWYS)",3,NEW YORK SAND & STONE LLC,47.7
"AGGREGATES, HOT MIX ASPHALT(HWYS)",3,TILCON NEW YORK INC,38.7
"AGGREGATES, HOT MIX ASPHALT(HWYS)",4,NEW YORK SAND & STONE LLC,48.67
"AGGREGATES, HOT MIX ASPHALT(HWYS)",6,TILCON NEW YORK INC,38.61
"AGGREGATES, HOT MIX ASPHALT(HWYS)",10,TILCON NEW YORK INC,36.97
"AGGREGATES, HOT MIX ASPHALT(HWYS)",11,TILCON NEW YORK INC,37.76
LIQUID CAUSTIC SODA - DEP (BWT),1,H KREVIT & CO INC,466.6
LIQUID CAUSTIC SODA - DEP (BWT),1,KUEHNE CHEMICAL COMPANY INC,399.5
LIQUID CAUSTIC SODA - DEP (BWT),1,UNIVAR USA INC,467
LIQUID CAUSTIC SODA - DEP (BWT),10,H KREVIT & CO INC,587.4
LIQUID CAUSTIC SODA - DEP (BWT),10,KUEHNE CHEMICAL COMPANY INC,650
LIQUID CAUSTIC SODA - DEP (BWT),10,UNIVAR USA INC,576
LIQUID CAUSTIC SODA - DEP (BWT),2,H KREVIT & CO INC,496
LIQUID CAUSTIC SODA - DEP (BWT),2,UNIVAR USA INC,497
LIQUID CAUSTIC SODA - DEP (BWT),3,H KREVIT & CO INC,487.4
LIQUID CAUSTIC SODA - DEP (BWT),3,UNIVAR USA INC,482
LIQUID CAUSTIC SODA - DEP (BWT),4,H KREVIT & CO INC,522.4
LIQUID CAUSTIC SODA - DEP (BWT),4,KUEHNE CHEMICAL COMPANY INC,480
LIQUID CAUSTIC SODA - DEP (BWT),4,UNIVAR USA INC,512
LIQUID CAUSTIC SODA - DEP (BWT),5,KUEHNE CHEMICAL COMPANY INC,500
LIQUID CAUSTIC SODA - DEP (BWT),5,UNIVAR USA INC,547
LIQUID CAUSTIC SODA - DEP (BWT),6,H KREVIT & CO INC,516.6
LIQUID CAUSTIC SODA - DEP (BWT),6,KUEHNE CHEMICAL COMPANY INC,460
LIQUID CAUSTIC SODA - DEP (BWT),7,KUEHNE CHEMICAL COMPANY INC,540
LIQUID CAUSTIC SODA - DEP (BWT),8,H KREVIT & CO INC,558.2
LIQUID CAUSTIC SODA - DEP (BWT),9,H KREVIT & CO INC,649.8
LIQUID CAUSTIC SODA - DEP (BWT),9,KUEHNE CHEMICAL COMPANY INC,600
VARIOUS OPEN TOP CONTAINERS AND DOLLY,1,SPECTRUM BIOTECHNOLOGIES LLC,5618
